Sample	featureCounts_mqc-generalstats-featurecounts-percent_assigned	featureCounts_mqc-generalstats-featurecounts-Assigned	Bowtie 1_mqc-generalstats-bowtie_1-reads_aligned_percentage	Bowtie 1_mqc-generalstats-bowtie_1-reads_aligned	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
SRX13465624	1.0310833894848392	102570	99.8	9928222.0	0.6184109998973634	96.65389748203295	53.0	50.59662624528928	27.27272727272727	9947789.0
SRX13465625	0.9247960418916034	91178	99.77	9836841.0	0.6963667341108707	96.72709167420906	53.0	50.608152238683346	27.27272727272727	9859255.0
SRX13465626	0.9424644969266779	116888	99.8	12377722.0	0.30155208070934103	97.0218047294511	53.0	50.615402837697964	27.27272727272727	12402377.0
SRX13465627	1.1297321276721939	195428	99.75	17255652.0	0.6754419414558269	97.69472404859272	53.0	50.61605340173496	36.36363636363637	17298614.0
SRX13465628	1.0265372880945738	149730	99.6	14527456.0	0.43129182050233045	96.59528240168842	53.0	50.62196614284904	27.27272727272727	14585929.0
SRX13465629	1.0293598800828563	97534	99.8	9456498.0	0.46816234774547416	96.89222602274388	53.0	50.61625690789512	27.27272727272727	9475209.0
SRX13465630	1.0920829797046183	202896	99.52	18489209.0	0.8400692742987498	97.81446037738966	53.0	50.612954717008755	36.36363636363637	18578808.0
SRX13465631	1.073901118195585	131042	99.77	12174783.0	0.5492184683799692	97.07133688746879	53.0	50.6112752815485	27.27272727272727	12202427.0
SRX13465632	1.0011025282978467	175790	99.78	17521250.0	0.3775819116341412	97.10650648963407	52.0	50.63458516233818	36.36363636363637	17559640.0
SRX13465633	1.4446861695308586	187631	99.71	12950242.0	0.4835845024876913	96.88232316940183	52.0	50.617928780885556	27.27272727272727	12987665.0
SRX13465634	1.2682515886306185	210825	99.83	16594696.0	0.41481948047168377	97.3767663131022	53.0	50.61660674768197	27.27272727272727	16623279.0
SRX13465635	1.0352744049802647	120137	99.82	11583326.0	0.35558953539469396	97.02682081837197	52.0	50.620752728952034	27.27272727272727	11604363.0
SRX13465636	1.4204859055952181	213354	99.78	14987113.0	0.4942953367047729	97.41357741019623	53.0	50.627913572693096	27.27272727272727	15019790.0
SRX13465637	1.4410983317474453	181195	99.61	12524402.0	0.3933237829847988	96.49324216463317	53.0	50.60563566120084	27.27272727272727	12573396.0
SRX13465638	1.2995561734225836	583351	99.81	44801662.0	0.5005212358328148	98.51773223173406	52.0	50.61278111027108	27.27272727272727	44888479.0
SRX13465639	1.3848925949245747	213529	99.49	15340481.0	0.7549486683740323	97.40500831410166	52.0	50.62440794964371	36.36363636363637	15418452.0
SRX13465640	1.1049593224039067	126741	99.83	11450176.0	1.663139793841678	97.12752896077919	52.0	50.60401260797985	36.36363636363637	11470196.0
SRX13465641	1.1252186410855514	346354	99.81	30721351.0	0.3507214328432854	98.42222342335964	52.0	50.622907835472745	27.27272727272727	30781040.0
SRX13465642	1.0711715836985674	128380	99.82	11963466.0	0.5930030726288027	97.19483253647766	53.0	50.61457330691811	27.27272727272727	11985008.0
SRX13465643	0.9998465851731305	114313	99.83	11413325.0	0.38913611361039363	97.09195978112022	53.0	50.613499332724224	27.27272727272727	11433054.0
SRX13465644	1.0536946956567368	146584	99.78	13880779.0	0.4494025262314689	97.80522884861512	53.0	50.64714677067706	36.36363636363637	13911430.0
SRX13465645	1.1683320469251137	168095	99.74	14350388.0	0.4032784553722103	97.21016566289642	52.0	50.621687139728955	27.27272727272727	14387605.0
SRX13465646	0.9824099429356831	127757	99.64	12957664.0	0.5794080473881011	96.93373908315415	53.0	50.61298813967435	27.27272727272727	13004449.0
SRX13465647	1.0293223945922034	213396	99.82	20695370.0	0.574552634016014	97.80617388208151	53.0	50.61707640238038	27.27272727272727	20731697.0
SRX13465648	1.110263393003166	179561	99.55	16100301.0	1.2242918923658905	97.24801217713147	53.0	50.615359502038885	36.36363636363637	16172829.0
SRX13465649	1.0376390730942566	136140	99.82	13096927.0	0.49276672768911567	97.25809198532082	52.0	50.61334019401732	27.27272727272727	13120169.0
SRX13465650	0.8637052317120001	149209	99.78	17238070.0	0.395325896189442	97.28174032340344	52.0	50.635754406222844	36.36363636363637	17275454.0
SRX13465651	1.7176453995908996	345393	99.74	20056391.0	0.3637161408545841	96.32569119428973	53.0	50.61906726483446	36.36363636363637	20108516.0
SRX13465652	1.7359816018029446	204881	99.79	11777115.0	0.717836592663051	96.72888261356606	52.0	50.60435081230968	27.27272727272727	11802026.0
SRX13465653	1.7510811615097734	209657	99.79	11948303.0	0.5050240876024934	96.73081402344329	53.0	50.611199796742724	27.27272727272727	11973003.0
SRX13465654	2.084875778932635	453851	99.6	21680648.0	0.4357311617142679	95.29024468461388	52.0	50.62568869999818	36.36363636363637	21768731.0
SRX13465655	2.1733279485258508	374598	99.74	17190839.0	0.3753623883606574	97.76790589497604	53.0	50.61971506741037	36.36363636363637	17236147.0
SRX13465656	1.8336000566599893	348986	99.77	18989708.0	0.48129010830931873	97.98127485304238	52.0	50.63535587532932	36.36363636363637	19032831.0
SRX13465657	1.7493643237687686	180557	99.39	10258217.0	1.5804069261457765	95.9875250526532	52.0	50.59773456656395	27.27272727272727	10321292.0
SRX13465658	1.8368981440514565	260728	99.76	14159344.0	0.3870968924518715	96.88602717574234	52.0	50.61516079269953	27.27272727272727	14193928.0
SRX13465659	1.6470628361385204	278155	99.76	16847434.0	0.3286572152693776	97.23343167988013	52.0	50.61449906770754	27.27272727272727	16887941.0
SRX13465660	1.189731089938311	116676	99.8	9787788.0	0.5628666200608445	96.52659177549273	53.0	50.61345924847776	27.27272727272727	9806922.0
SRX13465661	0.9707201728982009	125035	99.83	12858486.0	0.6067437227566247	97.2079950097643	53.0	50.61629943474095	27.27272727272727	12880643.0
SRX13465662	0.9340452264742418	119532	99.82	12774063.0	0.3217734284119869	97.1146432730753	52.0	50.62193438756594	27.27272727272727	12797239.0
SRX13465663	1.1534809760606932	181029	99.56	15625135.0	0.6336304055224989	97.83213393402694	53.0	50.62261249368952	36.36363636363637	15694147.0
SRX13465664	1.0007787748139927	129008	99.79	12864315.0	0.4907451189603781	97.14093886606288	53.0	50.60361246322075	27.27272727272727	12890761.0
SRX13465665	1.0460551824989448	129145	99.83	12324314.0	0.5511473090181572	97.126865299436	53.0	50.62419010608131	27.27272727272727	12345907.0
SRX13465666	1.3020373758265424	165635	99.56	12665496.0	0.5709731763053989	96.59605640973768	52.0	50.61744642827805	27.27272727272727	12721217.0
SRX13465667	1.4829416343476165	203964	99.68	13710304.0	0.5082639473880964	97.62503632489441	52.0	50.646862654058665	36.36363636363637	13754014.0
SRX13465668	0.9526170385453515	217969	99.82	22839728.0	0.517357601291763	98.03871668361688	52.0	50.60826915765708	27.27272727272727	22881073.0
