[2023-03-07 10:08:51,459] multiqc                                            [DEBUG  ]  This is MultiQC v1.11
[2023-03-07 10:08:51,460] multiqc                                            [DEBUG  ]  No MultiQC config found: /usr/local/lib/python3.9/site-packages/multiqc_config.yaml
[2023-03-07 10:08:51,460] multiqc                                            [DEBUG  ]  No MultiQC config found: /.multiqc_config.yaml
[2023-03-07 10:08:51,462] multiqc                                            [DEBUG  ]  Loading config settings from: multiqc_config.yaml
[2023-03-07 10:08:51,462] multiqc                                            [DEBUG  ]  New config 'title': Modulome
[2023-03-07 10:08:51,462] multiqc                                            [DEBUG  ]  New config 'subtitle': Analysis of public microbial RNA-seq data
[2023-03-07 10:08:51,462] multiqc                                            [DEBUG  ]  New config 'report_header_info': [{'Contact E-mail': 'avsastry@ucsd.edu'}, {'Application Type': 'Microbial RNA-seq Analysis'}]
[2023-03-07 10:08:51,462] multiqc                                            [DEBUG  ]  New config 'custom_logo': None
[2023-03-07 10:08:51,462] multiqc                                            [DEBUG  ]  New config 'custom_logo_url': None
[2023-03-07 10:08:51,463] multiqc                                            [DEBUG  ]  New config 'custom_logo_title': None
[2023-03-07 10:08:51,463] multiqc                                            [DEBUG  ]  New config 'custom_content': {'order': []}
[2023-03-07 10:08:51,463] multiqc                                            [DEBUG  ]  Added to filename clean extensions: ['val_1', '_val_2', '_1.fastq', '_2.fastq', '.infer_experiment', '_bowtie.txt', '_all.txt.summary']
[2023-03-07 10:08:51,463] multiqc                                            [DEBUG  ]  New config 'rseqc_sections': ['infer_experiment']
[2023-03-07 10:08:51,463] multiqc                                            [DEBUG  ]  New config 'run_modules': ['featureCounts', 'bowtie1', 'rseqc', 'cutadapt', 'fastqc']
[2023-03-07 10:08:51,463] multiqc                                            [DEBUG  ]  New config 'top_modules': []
[2023-03-07 10:08:51,463] multiqc                                            [DEBUG  ]  New config 'module_order': ['featureCounts', 'bowtie1', 'rseqc', 'cutadapt', 'fastqc']
[2023-03-07 10:08:51,465] multiqc                                            [DEBUG  ]  Loading config settings from: multiqc_config.yaml
[2023-03-07 10:08:51,465] multiqc                                            [DEBUG  ]  New config 'title': Modulome
[2023-03-07 10:08:51,465] multiqc                                            [DEBUG  ]  New config 'subtitle': Analysis of public microbial RNA-seq data
[2023-03-07 10:08:51,465] multiqc                                            [DEBUG  ]  New config 'report_header_info': [{'Contact E-mail': 'avsastry@ucsd.edu'}, {'Application Type': 'Microbial RNA-seq Analysis'}]
[2023-03-07 10:08:51,465] multiqc                                            [DEBUG  ]  New config 'custom_logo': None
[2023-03-07 10:08:51,465] multiqc                                            [DEBUG  ]  New config 'custom_logo_url': None
[2023-03-07 10:08:51,465] multiqc                                            [DEBUG  ]  New config 'custom_logo_title': None
[2023-03-07 10:08:51,465] multiqc                                            [DEBUG  ]  New config 'custom_content': {'order': []}
[2023-03-07 10:08:51,465] multiqc                                            [DEBUG  ]  Added to filename clean extensions: ['val_1', '_val_2', '_1.fastq', '_2.fastq', '.infer_experiment', '_bowtie.txt', '_all.txt.summary']
[2023-03-07 10:08:51,465] multiqc                                            [DEBUG  ]  New config 'rseqc_sections': ['infer_experiment']
[2023-03-07 10:08:51,465] multiqc                                            [DEBUG  ]  New config 'run_modules': ['featureCounts', 'bowtie1', 'rseqc', 'cutadapt', 'fastqc']
[2023-03-07 10:08:51,465] multiqc                                            [DEBUG  ]  New config 'top_modules': []
[2023-03-07 10:08:51,465] multiqc                                            [DEBUG  ]  New config 'module_order': ['featureCounts', 'bowtie1', 'rseqc', 'cutadapt', 'fastqc']
[2023-03-07 10:08:51,465] multiqc                                            [DEBUG  ]  Command used: /usr/local/bin/multiqc -f -c multiqc_config.yaml .
[2023-03-07 10:08:51,766] multiqc                                            [WARNING]  MultiQC Version v1.14 now available!
[2023-03-07 10:08:51,766] multiqc                                            [DEBUG  ]  Command     : /usr/local/bin/multiqc -f -c multiqc_config.yaml .
[2023-03-07 10:08:51,766] multiqc                                            [DEBUG  ]  Working dir : /home/alvaro/github/CYANICA/work/ad/ff19cfd3d1a8f40b0148740eeeffe8
[2023-03-07 10:08:51,766] multiqc                                            [DEBUG  ]  Template    : default
[2023-03-07 10:08:51,766] multiqc                                            [DEBUG  ]  Running Python 3.9.5 | packaged by conda-forge | (default, Jun 19 2021, 00:32:32)  [GCC 9.3.0]
[2023-03-07 10:08:51,766] multiqc                                            [INFO   ]  Report title: Modulome
[2023-03-07 10:08:51,767] multiqc                                            [INFO   ]  Only using modules: featureCounts, bowtie1, rseqc, cutadapt, fastqc
[2023-03-07 10:08:51,767] multiqc                                            [DEBUG  ]  Analysing modules: featureCounts, bowtie1, rseqc, cutadapt, fastqc
[2023-03-07 10:08:51,767] multiqc                                            [DEBUG  ]  Using temporary directory for creating report: /tmp/tmp4s47vtth
[2023-03-07 10:08:51,853] multiqc                                            [INFO   ]  Search path : /home/alvaro/github/CYANICA/work/ad/ff19cfd3d1a8f40b0148740eeeffe8
[2023-03-07 10:08:51,853] multiqc                                            [DEBUG  ]  Ignored 258 search patterns as didn't match running modules.
[2023-03-07 10:08:51,863] multiqc                                            [DEBUG  ]  File ignored by rseqc/bam_stat because it exceeded search pattern filesize limit: SRX669715_trimmed_fastqc.html
[2023-03-07 10:08:51,863] multiqc                                            [DEBUG  ]  File ignored by rseqc/junction_annotation because it exceeded search pattern filesize limit: SRX669715_trimmed_fastqc.html
[2023-03-07 10:08:51,863] multiqc                                            [DEBUG  ]  File ignored by rseqc/read_distribution because it exceeded search pattern filesize limit: SRX669715_trimmed_fastqc.html
[2023-03-07 10:08:51,863] multiqc                                            [DEBUG  ]  File ignored by rseqc/infer_experiment because it exceeded search pattern filesize limit: SRX669715_trimmed_fastqc.html
[2023-03-07 10:08:51,865] multiqc                                            [DEBUG  ]  File ignored by rseqc/bam_stat because it exceeded search pattern filesize limit: SRX669722_trimmed_fastqc.html
[2023-03-07 10:08:51,865] multiqc                                            [DEBUG  ]  File ignored by rseqc/junction_annotation because it exceeded search pattern filesize limit: SRX669722_trimmed_fastqc.html
[2023-03-07 10:08:51,865] multiqc                                            [DEBUG  ]  File ignored by rseqc/read_distribution because it exceeded search pattern filesize limit: SRX669722_trimmed_fastqc.html
[2023-03-07 10:08:51,865] multiqc                                            [DEBUG  ]  File ignored by rseqc/infer_experiment because it exceeded search pattern filesize limit: SRX669722_trimmed_fastqc.html
[2023-03-07 10:08:51,866] multiqc                                            [DEBUG  ]  File ignored by rseqc/bam_stat because it exceeded search pattern filesize limit: SRX669717_trimmed_fastqc.html
