Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
SRX1643160	SRR3239504	2016-04-23 00:00:00	2016-03-18 15:37:59	823593	157109833	0	190	122		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/239/SRR3239504/SRR3239504.lite.1	Syn_control1	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent PGM	SRP072019	PRJNA315016		315016	SRS1349267	SAMN04565675	simple	1148	Synechocystis sp. PCC 6803	Syn4_Complete1							no					ARIZONA STATE UNIVERSITY	SRA387373		public	668433B17C18F8BABE538F80BA394D33	EEFF34AD300C59198082F454B993CF7E		
SRX1643581	SRR3240261	2016-04-23 00:00:00	2016-03-18 16:29:35	348924	76077870	0	218	59		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/240/SRR3240261/SRR3240261.lite.1	Syn_control2	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent PGM	SRP072019	PRJNA315016		315016	SRS1349598	SAMN04565722	simple	1148	Synechocystis sp. PCC 6803	Syn11_Complete5							no					ARIZONA STATE UNIVERSITY	SRA387509		public	740F4A3AAE18C35FDE836CCD48AADD90	5C4101CB64BD9E96AFC3E4A156F44675		
SRX1643582	SRR3240262	2016-04-23 00:00:00	2016-03-18 16:29:53	1183474	257654580	0	217	201		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/240/SRR3240262/SRR3240262.lite.1	Syn_control3	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent PGM	SRP072019	PRJNA315016		315016	SRS1349597	SAMN04565723	simple	1148	Synechocystis sp. PCC 6803	Syn12_Complete6							no					ARIZONA STATE UNIVERSITY	SRA387510		public	110215F48044E8FBE90050E44E8657DC	6524B1A96747F66532A5719A0CBE9427		
SRX1643625	SRR3240304	2016-04-23 00:00:00	2016-03-18 16:45:05	82403	15385006	0	186	12		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/240/SRR3240304/SRR3240304.lite.1	Syn_Fe_lim1	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent PGM	SRP072019	PRJNA315016		315016	SRS1349639	SAMN04565724	simple	1148	Synechocystis sp. PCC 6803	Syn2_Fe_lim1							no					ARIZONA STATE UNIVERSITY	SRA387552		public	726E91038C9AC724352EE4E77F5224C2	A4B61ACF61E26706288153259A7341F8		
SRX1643626	SRR3240305	2016-04-23 00:00:00	2016-03-18 16:45:07	214860	39800725	0	185	31		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/240/SRR3240305/SRR3240305.lite.1	Syn_Fe_lim2	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent PGM	SRP072019	PRJNA315016		315016	SRS1349638	SAMN04565725	simple	1148	Synechocystis sp. PCC 6803	Syn5_Fe_lim2							no					ARIZONA STATE UNIVERSITY	SRA387553		public	4FFD00EF582AC98AD5555F15BC35A9E6	B2DD1A1E05BF0A4A88961E5DB56989D9		
SRX1643627	SRR3240306	2016-04-23 00:00:00	2016-03-18 16:45:06	186988	40481415	0	216	31		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/240/SRR3240306/SRR3240306.lite.1	Syn_Fe_lim3	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent PGM	SRP072019	PRJNA315016		315016	SRS1349637	SAMN04565726	simple	1148	Synechocystis sp. PCC 6803	Syn7_Fe_lim3							no					ARIZONA STATE UNIVERSITY	SRA387554		public	B03AF9488F74B4E7ACC34208A2EE6BB2	605F8874570FF73E9B18D0A5823815B0		
SRX347145	SRR974678	2013-12-02 09:56:25	2013-09-08 09:15:54	8173488	3418882170	8173488	418	2514		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/974/SRR974678/SRR974678.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP029697	PRJNA218538	2.0	218538	SRS478243	SAMN02351220	simple	1148	Synechocystis sp. PCC 6803	GSM1226418							no					GEO	SRA100610		public	892B60E6A15D644D57BF8BA07F3C513F	45BD32E27277A9D801163E529177B379		
SRX347146	SRR974679	2013-12-02 09:56:25	2013-09-08 09:18:05	6310727	2667825877	6310727	422	2028		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/974/SRR974679/SRR974679.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP029697	PRJNA218538	2.0	218538	SRS478242	SAMN02351218	simple	1148	Synechocystis sp. PCC 6803	GSM1226419							no					GEO	SRA100610		public	E0E2ECD2899B5898EEA632C800B6C669	BDD67789BD958967025DA6B6D16B45EE		
SRX347147	SRR974680	2013-12-02 09:56:25	2013-09-08 09:15:12	7497214	3142300075	7497214	419	2326		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/974/SRR974680/SRR974680.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP029697	PRJNA218538	2.0	218538	SRS478244	SAMN02351221	simple	1148	Synechocystis sp. PCC 6803	GSM1226420							no					GEO	SRA100610		public	E6029DB97635308D35898EF41B990E8C	ED2F955C868B15B4311413C1180BBC9D		
SRX347148	SRR974681	2013-12-02 09:56:25	2013-09-08 09:20:00	12120711	5013181535	12120711	413	3456		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/974/SRR974681/SRR974681.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP029697	PRJNA218538	2.0	218538	SRS478245	SAMN02351216	simple	1148	Synechocystis sp. PCC 6803	GSM1226421							no					GEO	SRA100610		public	86BE7E804111FA90C90246B9F2D3A188	B370262A1A4E177956CCDE21A7FE6744		
SRX347149	SRR974682	2013-12-02 09:56:25	2013-09-08 09:21:04	7754236	3219329891	7754236	415	2446		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/974/SRR974682/SRR974682.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP029697	PRJNA218538	2.0	218538	SRS478246	SAMN02351219	simple	1148	Synechocystis sp. PCC 6803	GSM1226422							no					GEO	SRA100610		public	B76FD35D7B939810247B75F289F3D373	7D19068CEECED3EFBF71C869E7F9BFCF		
SRX347150	SRR974683	2013-12-02 09:56:25	2013-09-08 09:12:16	4670845	1838437780	4670845	393	1286		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/974/SRR974683/SRR974683.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP029697	PRJNA218538	2.0	218538	SRS478247	SAMN02351217	simple	1148	Synechocystis sp. PCC 6803	GSM1226423							no					GEO	SRA100610		public	992EA9403D29095FFBB03BEB9AE17D59	66657AB4D108481229C2BA59035DA3E9		
