Sample	featureCounts_mqc-generalstats-featurecounts-percent_assigned	featureCounts_mqc-generalstats-featurecounts-Assigned	Bowtie 1_mqc-generalstats-bowtie_1-reads_aligned_percentage	Bowtie 1_mqc-generalstats-bowtie_1-reads_aligned	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
SRX11490741	41.710245648574116	3888134	84.54	7880830.0	10.086387769060408	55.59079884258459	47.0	67.83974677775856	40.0	9321772.0
SRX11490742	36.99965804660232	2832699	81.26	6221005.0	20.00630166681904	51.3526483386641	48.0	67.50315399109772	40.0	7656014.0
SRX11490743	33.111539205347995	2390175	80.12	5783866.0	16.66382862865327	45.92463428754855	47.0	66.25664191009948	30.0	7218556.0
SRX11490744	36.311457187631284	2860020	80.53	6342705.0	11.752198040558337	46.02114813080039	48.0	66.91305815620089	30.0	7876357.0
SRX11490745	36.400343979563495	3368925	81.27	7521547.0	10.00602319015849	47.043820879888386	47.0	66.08537599561588	30.0	9255201.0
SRX11490746	37.24870995811907	3519961	84.15	7952517.0	6.738281708773032	52.40975373507466	48.0	66.71192999450682	40.0	9449887.0
SRX11490747	28.926002961370756	2579474	86.02	7670539.0	11.713902795408682	65.34613282383515	48.0	68.32371590577262	40.0	8917492.0
SRX11490748	32.79885709185032	2954258	79.94	7200220.0	9.197525963787283	48.3946886126748	47.0	67.12346614341108	30.0	9007198.0
SRX11490749	30.69881486894253	2346762	80.02	6117287.0	15.90090184211955	48.941558698998435	47.0	66.45212467939247	30.0	7644471.0
SRX11490750	31.7116461320509	2760208	80.05	6967885.0	14.227991401785703	47.143892709705526	48.0	67.48522779481767	30.0	8704083.0
SRX11490751	30.384783712192743	2527832	83.3	6929887.0	9.655998193283295	48.527878117827704	47.0	66.22531165404817	30.0	8319401.0
SRX11490752	29.418873888699913	2563463	83.5	7275792.0	7.594975943370938	46.99800117204821	47.0	65.70176945001806	30.0	8713668.0
