Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
SRX368713	SRR1019223	2014-05-07 08:23:25	2013-10-28 10:08:50	12944309	1294430900	0	100	726		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/019/SRR1019223/SRR1019223.sralite.1		RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP032228	PRJNA224696		224696	SRS494414	SAMN02383965	simple	1148	Synechocystis sp. PCC 6803	cold_stress							no					UNIVERSITY OF FREIBURG	SRA108193		public	5515814731FA7EA1F6C1476B872B625F	8607300F910966D0E7E1CB2D58443F6B		
SRX368714	SRR1019247	2014-05-07 08:23:25	2013-10-28 11:17:17	19850487	1985048700	0	100	1114		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/019/SRR1019247/SRR1019247.sralite.1		RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP032228	PRJNA224696		224696	SRS494415	SAMN02383966	simple	1148	Synechocystis sp. PCC 6803	heat_stress							no					UNIVERSITY OF FREIBURG	SRA108193		public	A56CBEAB0FD4325E50F856C6F1C92551	11DCED41B71B77B7CF602A2A2362E769		
SRX368715	SRR1019272	2014-05-07 08:23:25	2013-10-28 11:20:44	37402779	3740277900	0	100	2289		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/019/SRR1019272/SRR1019272.sralite.1		RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP032228	PRJNA224696		224696	SRS494416	SAMN02383967	simple	1148	Synechocystis sp. PCC 6803	CO2_stress							no					UNIVERSITY OF FREIBURG	SRA108193		public	553119953867698F84A85829D1C2D429	9D154AF5AFA12AF7D8D35D504A8CC67C		
SRX368716	SRR1019314	2014-05-07 08:23:25	2013-10-28 11:21:17	39973228	3997322800	0	100	2444		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/019/SRR1019314/SRR1019314.sralite.1		RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP032228	PRJNA224696		224696	SRS494417	SAMN02383968	simple	1148	Synechocystis sp. PCC 6803	dark_stress							no					UNIVERSITY OF FREIBURG	SRA108193		public	A4A4302DE6A7050E045AA7678249A49E	7CAEA9FAB7D25F24651B91B179E6C75C		
SRX368717	SRR1019361	2014-05-07 08:23:25	2013-10-28 11:18:41	27868081	2786808100	0	100	1688		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/019/SRR1019361/SRR1019361.sralite.1		RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP032228	PRJNA224696		224696	SRS494418	SAMN02383969	simple	1148	Synechocystis sp. PCC 6803	iron_stress							no					UNIVERSITY OF FREIBURG	SRA108193		public	4C2B056F4A4733ACDB094391698A4125	F181DF26EC28A11A1C25A2D7B4D26A3B		
SRX368718	SRR1019362	2014-05-07 08:23:25	2013-10-28 11:19:09	30233068	3023306800	0	100	1822		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/019/SRR1019362/SRR1019362.sralite.1		RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP032228	PRJNA224696		224696	SRS494419	SAMN02383970	simple	1148	Synechocystis sp. PCC 6803	HL_stress							no					UNIVERSITY OF FREIBURG	SRA108193		public	D94D1CCAB4487B373D37676F916705A2	28B0A7C6ACBF28ACB78636719682EE27		
SRX368719	SRR1019363	2014-05-07 08:23:25	2013-10-28 11:12:06	17126232	1712623200	0	100	961		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/019/SRR1019363/SRR1019363.sralite.1		RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP032228	PRJNA224696		224696	SRS494420	SAMN02383971	simple	1148	Synechocystis sp. PCC 6803	N_stress							no					UNIVERSITY OF FREIBURG	SRA108193		public	2DB7BBE7080D93143BC5FA43FE4C23C4	52B7968D5B9597129904FAAE8D039C1A		
SRX368720	SRR1019364	2014-05-07 08:23:25	2013-10-28 11:19:44	34741999	3474199900	0	100	2128		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/019/SRR1019364/SRR1019364.sralite.1		RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP032228	PRJNA224696		224696	SRS494421	SAMN02383972	simple	1148	Synechocystis sp. PCC 6803	P_stress							no					UNIVERSITY OF FREIBURG	SRA108193		public	02E0F0501271D9054F468A419F462354	B50D4DB5574058345F1D2743CF3A63F1		
SRX368721	SRR1019365	2014-05-07 08:23:25	2013-10-28 11:20:59	41386356	4180021956	0	101	2586		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/019/SRR1019365/SRR1019365.sralite.1		RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP032228	PRJNA224696		224696	SRS494422	SAMN02383973	simple	1148	Synechocystis sp. PCC 6803	exp_phase							no					UNIVERSITY OF FREIBURG	SRA108193		public	851D77299EA883AB25F1989D9FACEB40	3676F57D6507DABC9941C1A3FF291DA0		
SRX368722	SRR1019366	2014-05-07 08:23:25	2013-10-28 11:12:19	17899099	1789909900	0	100	999		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/019/SRR1019366/SRR1019366.sralite.1		RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP032228	PRJNA224696		224696	SRS494423	SAMN02383974	simple	1148	Synechocystis sp. PCC 6803	stat_phase							no					UNIVERSITY OF FREIBURG	SRA108193		public	E99A3FED1CA49B83C066673746420928	DA2C465632AE75F54234AE908BC0ABE1		
