Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
ERX5015785	ERR5211750	2021-03-15 20:31:28	2021-04-20 10:44:40	33347666	2530206418	0	75	870		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR005/5211/ERR5211750/ERR5211750.lite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP126684	PRJEB42778		713691	ERS5639261	SAMEA7892025	simple	1148	Synechocystis sp. PCC 6803	SAMEA7892025							no					KTH, SCIENCE FOR LIFE LABORATORY	ERA3347711		public	4298B5256AE95FBF24A77EC14F65B525	47EDA65C7135810C131B5D55266D0D75		
ERX5015786	ERR5211751	2021-03-15 20:31:28	2021-04-20 10:44:08	29803336	2261507006	0	75	779		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR005/5211/ERR5211751/ERR5211751.lite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP126684	PRJEB42778		713691	ERS5639262	SAMEA7892026	simple	1148	Synechocystis sp. PCC 6803	SAMEA7892026							no					KTH, SCIENCE FOR LIFE LABORATORY	ERA3347711		public	BE2A37DC909DD99DF3681F07B30807FC	E19D7B666A0D817FA5C60181D2B30246		
ERX5015787	ERR5211752	2021-03-15 20:31:28	2021-04-22 12:53:06	29513698	2239104403	0	75	716		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR005/5211/ERR5211752/ERR5211752.lite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP126684	PRJEB42778		713691	ERS5639263	SAMEA7892027	simple	1148	Synechocystis sp. PCC 6803	SAMEA7892027							no					KTH, SCIENCE FOR LIFE LABORATORY	ERA3347711		public	E2C2146626DC1C547041E7979100BF45	0D4355897F24EE65922AF4B8424BF3A3		
ERX5015788	ERR5211753	2021-03-15 20:31:28	2021-04-20 10:16:27	26966757	2046302414	0	75	712		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR005/5211/ERR5211753/ERR5211753.lite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP126684	PRJEB42778		713691	ERS5639264	SAMEA7892028	simple	1148	Synechocystis sp. PCC 6803	SAMEA7892028							no					KTH, SCIENCE FOR LIFE LABORATORY	ERA3347711		public	039A4C3C3E9652475BF2CCEDB76743F2	F4895FEACCDEB8E4D046E7733947295E		
ERX5015789	ERR5211754	2021-03-15 17:06:19	2021-04-20 11:20:27	28185785	2138208556	0	75	742		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR005/5211/ERR5211754/ERR5211754.lite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP126684	PRJEB42778		713691	ERS5639265	SAMEA7892029	simple	1148	Synechocystis sp. PCC 6803	SAMEA7892029							no					KTH, SCIENCE FOR LIFE LABORATORY	ERA3347711		public	2F0625866CD0B47D8BFED034ED5FB7BE	FF41A4615CD2A35D9FE77FE61A676DB6		
ERX5015790	ERR5211755	2021-03-15 17:06:19	2021-04-20 10:41:48	30135916	2287044392	0	75	787		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR005/5211/ERR5211755/ERR5211755.lite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP126684	PRJEB42778		713691	ERS5639266	SAMEA7892030	simple	1148	Synechocystis sp. PCC 6803	SAMEA7892030							no					KTH, SCIENCE FOR LIFE LABORATORY	ERA3347711		public	4AC4E23A47B1D8B6DEFE37060033D193	47BC71466CC43A646E1AA49EC5740301		
ERX5015791	ERR5211756	2021-03-15 17:06:19	2021-04-20 10:57:31	29915007	2266323088	0	75	777		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR005/5211/ERR5211756/ERR5211756.lite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP126684	PRJEB42778		713691	ERS5639267	SAMEA7892031	simple	1148	Synechocystis sp. PCC 6803	SAMEA7892031							no					KTH, SCIENCE FOR LIFE LABORATORY	ERA3347711		public	210AB255990ACF0672792E6D16B6CB6D	796A120377B740ABAA2B613F8E5DD1D3		
ERX5015792	ERR5211757	2021-03-15 17:06:19	2021-04-20 09:59:16	21475958	1629827649	0	75	564		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR005/5211/ERR5211757/ERR5211757.lite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP126684	PRJEB42778		713691	ERS5639268	SAMEA7892032	simple	1148	Synechocystis sp. PCC 6803	SAMEA7892032							no					KTH, SCIENCE FOR LIFE LABORATORY	ERA3347711		public	F206EB55D0E8D61684117988FD9E5845	B1E50B82629D7935CF1ED8C08C3353E3		
ERX5015793	ERR5211758	2021-03-15 17:06:19	2021-03-21 22:08:05	25521877	1935786293	0	75	623		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR005/5211/ERR5211758/ERR5211758.lite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP126684	PRJEB42778		713691	ERS5639269	SAMEA7892033	simple	1148	Synechocystis sp. PCC 6803	SAMEA7892033							no					KTH, SCIENCE FOR LIFE LABORATORY	ERA3347711		public	35F0A058D64B95C32AE0320C0D024B6B	26F60361F5A820C05C813D4BC956E39D		
ERX5015794	ERR5211759	2021-03-15 17:06:19	2021-04-20 10:38:50	28242523	2141768187	0	75	735		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR005/5211/ERR5211759/ERR5211759.lite.1	unspecified	RNA-Seq	unspecified	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	ERP126684	PRJEB42778		713691	ERS5639270	SAMEA7892034	simple	1148	Synechocystis sp. PCC 6803	SAMEA7892034							no					KTH, SCIENCE FOR LIFE LABORATORY	ERA3347711		public	45E52C82C7BABBD9FC348D620508B87B	66B6E98FE11672A09FD58C011D7786B3		
