Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
SRX2492746	SRR5176531	2018-03-09 16:58:18	2017-01-13 13:56:02	21166775	1587508125	0	75	546		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/176/SRR5176531.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP096747	PRJNA361291	3.0	361291	SRS1922317	SAMN06229935	simple	1148	Synechocystis sp. PCC 6803	GSM2458778							no					GEO	SRA527226		public	9B0281CECBB95ECFCE73043F2E198395	E7A8920173A5F423849C9F8B9A776F73		
SRX2492747	SRR5176532	2018-03-09 16:58:18	2017-01-13 13:56:46	23114903	1733617725	0	75	595		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/176/SRR5176532.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP096747	PRJNA361291	3.0	361291	SRS1922318	SAMN06229934	simple	1148	Synechocystis sp. PCC 6803	GSM2458779							no					GEO	SRA527226		public	5E7E9BBACF592C9310C36B8046915088	D17A82576247BC0C5BA8322D019FBA3E		
SRX2492748	SRR5176533	2018-03-09 16:58:18	2017-01-13 13:55:26	20021383	1501603725	0	75	514		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/176/SRR5176533.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP096747	PRJNA361291	3.0	361291	SRS1922319	SAMN06229933	simple	1148	Synechocystis sp. PCC 6803	GSM2458780							no					GEO	SRA527226		public	2A919873029A2DE220A8805A8F81B509	27760C007B04F4B96B36F37AE28B1CBE		
SRX2492749	SRR5176534	2018-03-09 16:58:18	2017-01-13 13:56:34	22169239	1662692925	0	75	566		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/176/SRR5176534.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP096747	PRJNA361291	3.0	361291	SRS1922320	SAMN06229932	simple	1148	Synechocystis sp. PCC 6803	GSM2458781							no					GEO	SRA527226		public	0E443A1B9ABBD11A64CC5653E0782164	2A9B8040517300D47F80BF8E53E6C96B		
SRX2492750	SRR5176535	2018-03-09 16:58:18	2017-01-13 13:54:53	19823928	1486794600	0	75	510		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/176/SRR5176535.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP096747	PRJNA361291	3.0	361291	SRS1922321	SAMN06229931	simple	1148	Synechocystis sp. PCC 6803	GSM2458782							no					GEO	SRA527226		public	3A531F82652E9949E131F96F762B2539	130C3118A2936524D5D04F68D37965E5		
SRX2492751	SRR5176536	2018-03-09 16:58:18	2017-01-13 13:55:55	20682221	1551166575	0	75	530		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/176/SRR5176536.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP096747	PRJNA361291	3.0	361291	SRS1922322	SAMN06229930	simple	1148	Synechocystis sp. PCC 6803	GSM2458783							no					GEO	SRA527226		public	30C0155B9291E846FEF01994B113B389	5DABD956F7C465EF16649235FC2DB1FD		
SRX2694285	SRR5399538	2017-10-11 13:30:04	2017-03-31 15:09:09	2302652	244742854	0	106	160		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR005/399/SRR5399538/SRR5399538.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent PGM	SRP102822	PRJNA381210	2.0	381210	SRS2090657	SAMN06672156	simple	1148	Synechocystis sp. PCC 6803	GSM2561053							no					GEO	SRA550683		public	2EDB1A2D6E1E05CE0A622D884E2BD300	5AA12450717CFF51943E75880845B579		
SRX2694286	SRR5399539	2017-10-11 13:30:04	2017-03-31 15:09:30	3219388	327034985	0	101	250		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR005/399/SRR5399539/SRR5399539.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent PGM	SRP102822	PRJNA381210	2.0	381210	SRS2090659	SAMN06672155	simple	1148	Synechocystis sp. PCC 6803	GSM2561054							no					GEO	SRA550683		public	4E2ED13416AFB90DA249704AA6F1094D	69E396CC3143F5000BDF0A63D6FB4AA3		
SRX2694287	SRR5399540	2017-10-11 13:30:04	2017-03-31 15:09:34	1912613	215489268	0	112	146		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR005/399/SRR5399540/SRR5399540.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent PGM	SRP102822	PRJNA381210	2.0	381210	SRS2090658	SAMN06672154	simple	1148	Synechocystis sp. PCC 6803	GSM2561055							no					GEO	SRA550683		public	890BF6410B6CD90404970A13E19684A1	532F2F5F632C4A892A6DDC830856FFBB		
SRX2694288	SRR5399541	2017-10-11 13:30:04	2017-03-31 15:14:09	3013603	240919100	0	79	187		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR005/399/SRR5399541/SRR5399541.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent PGM	SRP102822	PRJNA381210	2.0	381210	SRS2090660	SAMN06672153	simple	1148	Synechocystis sp. PCC 6803	GSM2561056							no					GEO	SRA550683		public	3623A6E321074FC9A6166F5F5E819155	02E2215005AAFE828FE1B6C4DEB75D69		
