Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
SRX11490741	SRR15183719;SRR15183720;SRR15183721	2021-07-31 14:35:20	2021-07-18 17:31:49	821733	45900926	0	55	17		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15183/SRR15183721/SRR15183721.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP328835	PRJNA747814	3.0	747814	SRS9530216	SAMN20296326	simple	1148	Synechocystis sp. PCC 6803	GSM5460755							no					GEO	SRA1260758		public	416A1F8053F1FAC1FF1B87B15617A02A	EB33BA97D53A77B92411D178A3B74D23		
SRX11490742	SRR15183722;SRR15183723;SRR15183724	2021-07-31 14:35:21	2021-07-18 17:31:47	578488	32222044	0	55	12		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15183/SRR15183724/SRR15183724.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP328835	PRJNA747814	3.0	747814	SRS9530217	SAMN20296325	simple	1148	Synechocystis sp. PCC 6803	GSM5460756							no					GEO	SRA1260758		public	A333AEE2C5FE500A902CC43AD974CA8E	7EF7995BA2100FA1ED6B5EA37B4EDF57		
SRX11490743	SRR15183725;SRR15183726;SRR15183727	2021-07-31 14:35:21	2021-07-18 17:31:51	724983	40366129	0	55	15		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15183/SRR15183727/SRR15183727.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP328835	PRJNA747814	3.0	747814	SRS9530218	SAMN20296324	simple	1148	Synechocystis sp. PCC 6803	GSM5460757							no					GEO	SRA1260758		public	B6F3615E9F12774A67353AE7235BD212	067F68FD917652B4659E911489FF165C		
SRX11490744	SRR15183728;SRR15183729;SRR15183730	2021-07-31 14:35:21	2021-07-18 17:31:53	657978	36623439	0	55	13		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15183/SRR15183730/SRR15183730.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP328835	PRJNA747814	3.0	747814	SRS9530219	SAMN20296323	simple	1148	Synechocystis sp. PCC 6803	GSM5460758							no					GEO	SRA1260758		public	2D42588075DB9779102F05CDE7DE4325	54AF798090DAB3B54934D425457B1953		
SRX11490745	SRR15183731;SRR15183732;SRR15183733	2021-07-31 14:35:21	2021-07-18 17:32:06	981128	54782796	0	55	20		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15183/SRR15183733/SRR15183733.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP328835	PRJNA747814	3.0	747814	SRS9530220	SAMN20296322	simple	1148	Synechocystis sp. PCC 6803	GSM5460759							no					GEO	SRA1260758		public	E101ACC116EF1A06980A40C43A549A4A	D0A47DE3AF738467D22989046BA7D579		
SRX11490746	SRR15183734;SRR15183735;SRR15183736	2021-07-31 14:35:21	2021-07-18 17:32:05	1085593	60651475	0	55	22		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR015/15183/SRR15183736/SRR15183736.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP328835	PRJNA747814	3.0	747814	SRS9530221	SAMN20296321	simple	1148	Synechocystis sp. PCC 6803	GSM5460760							no					GEO	SRA1260758		public	B7F1B8B689AC827D881CBA68605B6564	92A395F1B9CE7A79630BD760FABDCC47		
SRX11490747	SRR15183737;SRR15183738;SRR15183739	2021-07-31 14:35:21	2021-07-18 17:32:01	726588	40580236	0	55	15		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR015/15183/SRR15183739/SRR15183739.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP328835	PRJNA747814	3.0	747814	SRS9530222	SAMN20296320	simple	1148	Synechocystis sp. PCC 6803	GSM5460761							no					GEO	SRA1260758		public	4CA6F70473641B3D4BEDCB32E093B3CA	5D62C8BEF261B4BB7247C671BAA81315		
SRX11490748	SRR15183740;SRR15183741;SRR15183742	2021-07-31 14:35:21	2021-07-18 17:32:09	812072	45198709	0	55	16		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR015/15183/SRR15183742/SRR15183742.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP328835	PRJNA747814	3.0	747814	SRS9530223	SAMN20296319	simple	1148	Synechocystis sp. PCC 6803	GSM5460762							no					GEO	SRA1260758		public	15341D0085544C745FB69C21D9D85603	85C4C62D6067172F75DCF493A85F0F58		
SRX11490749	SRR15183743;SRR15183744;SRR15183745	2021-07-31 14:35:21	2021-07-18 17:32:12	724927	40354569	0	55	15		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR015/15183/SRR15183745/SRR15183745.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP328835	PRJNA747814	3.0	747814	SRS9530224	SAMN20296318	simple	1148	Synechocystis sp. PCC 6803	GSM5460763							no					GEO	SRA1260758		public	80609410D6385AB3662B8B84EDC57106	FD8FC441444CF5A941698245EE9068B0		
SRX11490750	SRR15183746;SRR15183747;SRR15183748	2021-07-31 14:35:21	2021-07-18 17:32:12	590771	32900057	0	55	12		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15183/SRR15183748/SRR15183748.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP328835	PRJNA747814	3.0	747814	SRS9530225	SAMN20296317	simple	1148	Synechocystis sp. PCC 6803	GSM5460764							no					GEO	SRA1260758		public	D5325D095EFDA088F00AEDAC3B0F8A5A	22A191B12B4A914C34AB79EA0E38D974		
SRX11490751	SRR15183749;SRR15183750;SRR15183751	2021-07-31 14:35:21	2021-07-18 17:32:23	770772	43045669	0	55	16		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15183/SRR15183751/SRR15183751.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP328835	PRJNA747814	3.0	747814	SRS9530226	SAMN20296316	simple	1148	Synechocystis sp. PCC 6803	GSM5460765							no					GEO	SRA1260758		public	B1B0848C851852382C492BA94B874D9F	953D5A99CC1887B35413AB7CC103A024		
SRX11490752	SRR15183752;SRR15183753;SRR15183754	2021-07-31 14:35:21	2021-07-18 17:37:07	941072	52535815	0	55	19		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15183/SRR15183754/SRR15183754.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP328835	PRJNA747814	3.0	747814	SRS9530227	SAMN20296315	simple	1148	Synechocystis sp. PCC 6803	GSM5460766							no					GEO	SRA1260758		public	EFEB15F1B32BB51191F3AEB966A370F3	D719FF863D02009BC2A4C47F38216E87		
