[2023-02-27 16:00:10,387] multiqc                                            [DEBUG  ]  This is MultiQC v1.11
[2023-02-27 16:00:10,388] multiqc                                            [DEBUG  ]  No MultiQC config found: /usr/local/lib/python3.9/site-packages/multiqc_config.yaml
[2023-02-27 16:00:10,388] multiqc                                            [DEBUG  ]  No MultiQC config found: /.multiqc_config.yaml
[2023-02-27 16:00:10,390] multiqc                                            [DEBUG  ]  Loading config settings from: multiqc_config.yaml
[2023-02-27 16:00:10,390] multiqc                                            [DEBUG  ]  New config 'title': Modulome
[2023-02-27 16:00:10,390] multiqc                                            [DEBUG  ]  New config 'subtitle': Analysis of public microbial RNA-seq data
[2023-02-27 16:00:10,390] multiqc                                            [DEBUG  ]  New config 'report_header_info': [{'Contact E-mail': 'avsastry@ucsd.edu'}, {'Application Type': 'Microbial RNA-seq Analysis'}]
[2023-02-27 16:00:10,390] multiqc                                            [DEBUG  ]  New config 'custom_logo': None
[2023-02-27 16:00:10,390] multiqc                                            [DEBUG  ]  New config 'custom_logo_url': None
[2023-02-27 16:00:10,390] multiqc                                            [DEBUG  ]  New config 'custom_logo_title': None
[2023-02-27 16:00:10,390] multiqc                                            [DEBUG  ]  New config 'custom_content': {'order': []}
[2023-02-27 16:00:10,391] multiqc                                            [DEBUG  ]  Added to filename clean extensions: ['val_1', '_val_2', '_1.fastq', '_2.fastq', '.infer_experiment', '_bowtie.txt', '_all.txt.summary']
[2023-02-27 16:00:10,391] multiqc                                            [DEBUG  ]  New config 'rseqc_sections': ['infer_experiment']
[2023-02-27 16:00:10,391] multiqc                                            [DEBUG  ]  New config 'run_modules': ['featureCounts', 'bowtie1', 'rseqc', 'cutadapt', 'fastqc']
[2023-02-27 16:00:10,391] multiqc                                            [DEBUG  ]  New config 'top_modules': []
[2023-02-27 16:00:10,391] multiqc                                            [DEBUG  ]  New config 'module_order': ['featureCounts', 'bowtie1', 'rseqc', 'cutadapt', 'fastqc']
[2023-02-27 16:00:10,393] multiqc                                            [DEBUG  ]  Loading config settings from: multiqc_config.yaml
[2023-02-27 16:00:10,393] multiqc                                            [DEBUG  ]  New config 'title': Modulome
[2023-02-27 16:00:10,393] multiqc                                            [DEBUG  ]  New config 'subtitle': Analysis of public microbial RNA-seq data
[2023-02-27 16:00:10,393] multiqc                                            [DEBUG  ]  New config 'report_header_info': [{'Contact E-mail': 'avsastry@ucsd.edu'}, {'Application Type': 'Microbial RNA-seq Analysis'}]
[2023-02-27 16:00:10,393] multiqc                                            [DEBUG  ]  New config 'custom_logo': None
[2023-02-27 16:00:10,393] multiqc                                            [DEBUG  ]  New config 'custom_logo_url': None
[2023-02-27 16:00:10,393] multiqc                                            [DEBUG  ]  New config 'custom_logo_title': None
[2023-02-27 16:00:10,393] multiqc                                            [DEBUG  ]  New config 'custom_content': {'order': []}
[2023-02-27 16:00:10,393] multiqc                                            [DEBUG  ]  Added to filename clean extensions: ['val_1', '_val_2', '_1.fastq', '_2.fastq', '.infer_experiment', '_bowtie.txt', '_all.txt.summary']
[2023-02-27 16:00:10,393] multiqc                                            [DEBUG  ]  New config 'rseqc_sections': ['infer_experiment']
[2023-02-27 16:00:10,393] multiqc                                            [DEBUG  ]  New config 'run_modules': ['featureCounts', 'bowtie1', 'rseqc', 'cutadapt', 'fastqc']
[2023-02-27 16:00:10,393] multiqc                                            [DEBUG  ]  New config 'top_modules': []
[2023-02-27 16:00:10,393] multiqc                                            [DEBUG  ]  New config 'module_order': ['featureCounts', 'bowtie1', 'rseqc', 'cutadapt', 'fastqc']
[2023-02-27 16:00:10,393] multiqc                                            [DEBUG  ]  Command used: /usr/local/bin/multiqc -f -c multiqc_config.yaml .
[2023-02-27 16:00:10,933] multiqc                                            [WARNING]  MultiQC Version v1.14 now available!
[2023-02-27 16:00:10,934] multiqc                                            [DEBUG  ]  Command     : /usr/local/bin/multiqc -f -c multiqc_config.yaml .
[2023-02-27 16:00:10,934] multiqc                                            [DEBUG  ]  Working dir : /home/alvaro/github/ica_preprocessing/work/f7/a588a560bd070e12eb1684725bde04
[2023-02-27 16:00:10,934] multiqc                                            [DEBUG  ]  Template    : default
[2023-02-27 16:00:10,934] multiqc                                            [DEBUG  ]  Running Python 3.9.5 | packaged by conda-forge | (default, Jun 19 2021, 00:32:32)  [GCC 9.3.0]
